customer_id,segment,acquisition_channel,uses_escrow,acquisition_cost_inr,avg_order_value_inr,orders_per_year,tenure_days,churned
2981,Ad-Hoc Sellers,Paid Social,0,150,142.73,4,111,1
2982,Students,Paid Social,0,150,140.14,4,54,1
2983,Homepreneurs,Paid Social,0,150,135.59,34,47,1
2984,Ad-Hoc Sellers,Paid Social,0,150,141.02,1,64,1
2985,Ad-Hoc Sellers,Campus Activation,1,50,118.45,5,90,1
2986,Students,Paid Social,0,150,108.46,2,50,1
2987,Homepreneurs,Campus Activation,1,50,153.73,23,365,0
2988,Homepreneurs,Organic,0,0,133.86,19,365,0
2989,Students,Paid Social,0,150,121.35,2,83,1
2990,Homepreneurs,Paid Social,1,150,129.77,10,263,1
2991,Ad-Hoc Sellers,Campus Activation,1,50,149.65,2,33,1
2992,Ad-Hoc Sellers,Paid Social,1,150,140.92,4,265,1
2993,Ad-Hoc Sellers,Campus Activation,0,50,145.27,2,17,1
2994,Ad-Hoc Sellers,Paid Social,0,150,114.2,5,39,1
2995,Homepreneurs,Organic,1,0,179.44,17,365,0
2996,Homepreneurs,Paid Social,0,150,118.09,26,31,1
2997,Ad-Hoc Sellers,Paid Social,0,150,107.36,6,26,1
2998,Students,Paid Social,0,150,162.07,2,69,1
2999,Homepreneurs,Organic,1,0,138.5,47,365,0
3000,Homepreneurs,Paid Social,0,150,121.74,11,365,0
3001,Homepreneurs,Paid Social,0,150,145.46,52,365,0
3002,Ad-Hoc Sellers,Paid Social,1,150,148.48,5,42,1
3003,Homepreneurs,Paid Social,1,150,156.72,9,365,0
3004,Ad-Hoc Sellers,Paid Social,0,150,133.14,0,82,1
3005,Ad-Hoc Sellers,Paid Social,1,150,144.2,1,193,1
3006,Students,Organic,0,0,156.45,5,32,1
3007,Ad-Hoc Sellers,Organic,0,0,151.9,3,39,1
3008,Ad-Hoc Sellers,Paid Social,0,150,100.67,3,34,1
3009,Homepreneurs,Paid Social,0,150,117.57,24,48,1
3010,Homepreneurs,Paid Social,0,150,127.09,13,365,0
3011,Ad-Hoc Sellers,Paid Social,0,150,177.51,1,183,1
3012,Ad-Hoc Sellers,Paid Social,0,150,116.58,5,97,1
3013,Ad-Hoc Sellers,Paid Social,1,150,114.72,2,14,1
3014,Students,Organic,0,0,102.43,3,26,1
3015,Ad-Hoc Sellers,Paid Social,0,150,104.36,1,107,1
3016,Students,Paid Social,0,150,116.51,6,284,1
3017,Ad-Hoc Sellers,Paid Social,0,150,116.2,1,4,1
3018,Ad-Hoc Sellers,Paid Social,1,150,129.06,0,94,1
3019,Students,Organic,1,0,172.5,9,365,0
3020,Homepreneurs,Paid Social,0,150,110.13,24,365,0
3021,Homepreneurs,Campus Activation,1,50,143.09,5,365,0
3022,Ad-Hoc Sellers,Campus Activation,1,50,127.83,3,30,1
3023,Ad-Hoc Sellers,Paid Social,0,150,138.66,0,62,1
3024,Ad-Hoc Sellers,Paid Social,0,150,119.97,1,21,1
3025,Homepreneurs,Paid Social,1,150,122.25,34,193,1
3026,Ad-Hoc Sellers,Paid Social,0,150,122.58,2,88,1
3027,Homepreneurs,Paid Social,0,150,134.59,16,365,0
3028,Students,Organic,1,0,126.62,2,39,1
3029,Homepreneurs,Paid Social,1,150,164.76,23,174,1
3030,Students,Paid Social,1,150,177.55,3,274,1
3031,Students,Paid Social,0,150,126.42,3,261,1
3032,Ad-Hoc Sellers,Paid Social,0,150,96.47,0,13,1
3033,Ad-Hoc Sellers,Paid Social,0,150,132.94,1,4,1
3034,Ad-Hoc Sellers,Paid Social,1,150,136.76,2,39,1
3035,Ad-Hoc Sellers,Paid Social,0,150,139.09,0,33,1
3036,Homepreneurs,Paid Social,0,150,77.38,16,365,0
3037,Students,Paid Social,0,150,152.88,4,38,1
3038,Ad-Hoc Sellers,Paid Social,1,150,169.72,2,107,1
3039,Ad-Hoc Sellers,Paid Social,0,150,92.36,2,1,1
3040,Homepreneurs,Paid Social,1,150,170.53,30,77,1
3041,Students,Organic,1,0,157.45,1,54,1
3042,Ad-Hoc Sellers,Paid Social,1,150,143.2,1,24,1
3043,Ad-Hoc Sellers,Organic,0,0,147.11,1,106,1
3044,Ad-Hoc Sellers,Paid Social,1,150,155.11,1,56,1
3045,Homepreneurs,Paid Social,1,150,174.05,12,365,0
3046,Students,Organic,0,0,111.86,4,94,1
3047,Ad-Hoc Sellers,Organic,0,0,111.32,1,203,1
3048,Ad-Hoc Sellers,Paid Social,0,150,140.55,1,23,1
3049,Ad-Hoc Sellers,Organic,0,0,122.11,4,66,1
3050,Students,Paid Social,0,150,137.32,5,251,1
3051,Ad-Hoc Sellers,Campus Activation,0,50,159.03,3,119,1
3052,Homepreneurs,Organic,0,0,167.17,17,365,0
3053,Ad-Hoc Sellers,Campus Activation,0,50,123.49,1,13,1
3054,Homepreneurs,Paid Social,0,150,123.37,24,365,0
3055,Ad-Hoc Sellers,Organic,0,0,87.27,5,101,1
3056,Students,Paid Social,0,150,144.22,1,179,1
3057,Homepreneurs,Organic,0,0,130.42,23,365,0
3058,Homepreneurs,Paid Social,0,150,133.58,39,84,1
3059,Homepreneurs,Campus Activation,1,50,144.27,16,365,0
3060,Homepreneurs,Campus Activation,1,50,175.12,47,108,1
3061,Ad-Hoc Sellers,Organic,0,0,71.0,0,56,1
3062,Students,Campus Activation,0,50,135.37,6,37,1
3063,Students,Paid Social,1,150,145.61,10,78,1
3064,Homepreneurs,Organic,0,0,121.02,32,136,1
3065,Ad-Hoc Sellers,Paid Social,1,150,117.46,1,116,1
3066,Ad-Hoc Sellers,Organic,0,0,103.88,2,193,1
3067,Students,Paid Social,0,150,140.97,5,113,1
3068,Ad-Hoc Sellers,Paid Social,0,150,146.96,0,77,1
3069,Ad-Hoc Sellers,Campus Activation,0,50,123.42,3,92,1
3070,Students,Organic,0,0,133.42,1,227,1
3071,Homepreneurs,Campus Activation,0,50,152.21,32,160,1
3072,Students,Paid Social,1,150,140.12,2,81,1
3073,Homepreneurs,Paid Social,1,150,139.33,32,365,0
3074,Ad-Hoc Sellers,Paid Social,0,150,124.18,3,9,1
3075,Ad-Hoc Sellers,Organic,1,0,161.83,5,1,1
3076,Homepreneurs,Campus Activation,0,50,128.09,43,244,1
3077,Students,Paid Social,0,150,114.78,10,2,1
3078,Students,Paid Social,0,150,143.79,3,67,1
3079,Homepreneurs,Paid Social,1,150,127.74,27,365,0
3080,Ad-Hoc Sellers,Campus Activation,0,50,125.66,0,20,1
3081,Students,Paid Social,1,150,151.3,5,85,1
3082,Students,Paid Social,0,150,129.8,4,31,1
3083,Students,Paid Social,0,150,99.74,3,223,1
3084,Ad-Hoc Sellers,Organic,0,0,99.77,1,17,1
3085,Ad-Hoc Sellers,Paid Social,0,150,135.39,0,5,1
3086,Ad-Hoc Sellers,Campus Activation,0,50,173.96,2,15,1
3087,Students,Organic,0,0,114.68,2,38,1
3088,Students,Campus Activation,0,50,140.01,1,9,1
3089,Homepreneurs,Campus Activation,1,50,135.66,18,327,1
3090,Ad-Hoc Sellers,Paid Social,1,150,175.2,1,2,1
3091,Homepreneurs,Paid Social,0,150,141.36,19,1,1
3092,Students,Paid Social,1,150,152.35,0,33,1
3093,Homepreneurs,Organic,1,0,118.74,6,103,1
3094,Students,Paid Social,1,150,160.17,7,49,1
3095,Ad-Hoc Sellers,Paid Social,1,150,140.48,1,48,1
3096,Students,Paid Social,0,150,112.72,0,29,1
3097,Homepreneurs,Campus Activation,0,50,126.85,16,365,0
3098,Students,Paid Social,0,150,115.76,1,9,1
3099,Students,Paid Social,0,150,122.73,1,93,1
3100,Homepreneurs,Paid Social,0,150,159.65,35,365,0
3101,Students,Paid Social,0,150,113.1,0,1,1
3102,Students,Paid Social,1,150,156.99,1,94,1
3103,Homepreneurs,Organic,0,0,118.83,18,113,1
3104,Ad-Hoc Sellers,Campus Activation,0,50,121.86,3,109,1
3105,Homepreneurs,Paid Social,1,150,152.67,25,271,1
3106,Homepreneurs,Paid Social,1,150,168.53,18,365,0
3107,Students,Campus Activation,0,50,104.7,2,100,1
3108,Students,Paid Social,0,150,149.77,8,160,1
3109,Students,Organic,1,0,149.13,5,98,1
3110,Homepreneurs,Paid Social,0,150,108.18,22,365,0
3111,Ad-Hoc Sellers,Campus Activation,0,50,142.08,1,22,1
3112,Students,Organic,0,0,120.23,3,5,1
3113,Students,Organic,0,0,127.01,4,42,1
3114,Students,Paid Social,1,150,135.81,5,71,1
3115,Students,Paid Social,0,150,142.75,6,365,0
3116,Ad-Hoc Sellers,Paid Social,0,150,115.46,3,68,1
3117,Ad-Hoc Sellers,Paid Social,1,150,118.5,1,27,1
3118,Students,Campus Activation,0,50,129.71,4,36,1
3119,Ad-Hoc Sellers,Organic,1,0,132.14,3,153,1
3120,Homepreneurs,Paid Social,0,150,111.74,10,53,1
3121,Students,Paid Social,0,150,135.35,3,40,1
3122,Ad-Hoc Sellers,Paid Social,0,150,121.31,2,6,1
3123,Students,Organic,0,0,127.91,2,51,1
3124,Homepreneurs,Organic,0,0,82.32,31,76,1
3125,Students,Paid Social,0,150,121.09,3,227,1
3126,Ad-Hoc Sellers,Paid Social,1,150,123.5,1,240,1
3127,Homepreneurs,Paid Social,1,150,145.31,15,133,1
3128,Homepreneurs,Campus Activation,0,50,84.06,12,365,0
3129,Students,Organic,0,0,88.2,1,177,1
3130,Students,Organic,0,0,167.07,2,7,1
3131,Ad-Hoc Sellers,Paid Social,0,150,108.53,0,13,1
3132,Homepreneurs,Paid Social,0,150,124.97,30,20,1
3133,Homepreneurs,Paid Social,0,150,81.44,29,365,0
3134,Students,Paid Social,0,150,95.55,6,0,1
3135,Homepreneurs,Paid Social,1,150,139.13,24,299,1
3136,Students,Paid Social,1,150,177.77,5,83,1
3137,Students,Campus Activation,0,50,142.02,1,9,1
3138,Students,Organic,1,0,129.46,2,217,1
3139,Students,Paid Social,0,150,107.83,7,12,1
3140,Students,Paid Social,0,150,126.09,7,12,1
3141,Students,Paid Social,0,150,149.67,2,38,1
3142,Students,Paid Social,1,150,168.06,4,168,1
3143,Students,Organic,1,0,165.64,2,72,1
3144,Students,Paid Social,1,150,119.12,2,240,1
3145,Homepreneurs,Campus Activation,0,50,111.22,25,357,1
3146,Students,Paid Social,0,150,119.68,10,153,1
3147,Students,Organic,0,0,118.9,0,83,1
3148,Students,Paid Social,1,150,132.09,6,298,1
3149,Students,Organic,1,0,124.69,10,118,1
3150,Ad-Hoc Sellers,Paid Social,0,150,140.56,1,38,1
3151,Ad-Hoc Sellers,Campus Activation,0,50,109.27,1,1,1
3152,Homepreneurs,Campus Activation,0,50,167.64,12,319,1
3153,Students,Paid Social,1,150,144.52,2,19,1
3154,Students,Campus Activation,0,50,108.45,8,141,1
3155,Homepreneurs,Paid Social,0,150,135.45,15,365,0
3156,Students,Paid Social,0,150,110.02,1,195,1
3157,Students,Paid Social,1,150,137.86,15,365,0
3158,Homepreneurs,Paid Social,0,150,156.12,21,96,1
3159,Students,Paid Social,0,150,139.78,5,85,1
3160,Homepreneurs,Campus Activation,0,50,120.39,17,342,1
3161,Students,Organic,1,0,116.61,0,89,1
3162,Homepreneurs,Paid Social,0,150,113.12,5,27,1
3163,Homepreneurs,Paid Social,0,150,76.16,15,221,1
3164,Homepreneurs,Paid Social,0,150,143.62,25,287,1
3165,Students,Paid Social,1,150,83.2,3,121,1
3166,Homepreneurs,Paid Social,0,150,126.16,29,105,1
3167,Students,Paid Social,0,150,152.41,4,365,0
3168,Homepreneurs,Campus Activation,1,50,158.85,22,365,0
3169,Students,Paid Social,1,150,137.51,2,154,1
3170,Students,Paid Social,0,150,140.71,5,15,1
3171,Homepreneurs,Campus Activation,1,50,141.54,26,365,0
3172,Students,Paid Social,0,150,139.05,2,172,1
3173,Ad-Hoc Sellers,Paid Social,0,150,120.44,1,7,1
3174,Homepreneurs,Campus Activation,1,50,140.53,21,365,0
3175,Ad-Hoc Sellers,Paid Social,0,150,142.14,0,39,1
3176,Students,Campus Activation,1,50,137.58,4,182,1
3177,Ad-Hoc Sellers,Paid Social,1,150,135.69,1,41,1
3178,Students,Campus Activation,0,50,101.51,5,24,1
3179,Homepreneurs,Paid Social,1,150,142.05,31,365,0
3180,Students,Paid Social,0,150,118.28,6,85,1
3181,Students,Campus Activation,0,50,126.13,0,173,1
3182,Students,Paid Social,0,150,118.67,2,148,1
3183,Students,Paid Social,0,150,142.77,5,87,1
3184,Homepreneurs,Paid Social,0,150,110.38,33,302,1
3185,Students,Paid Social,1,150,127.75,3,177,1
3186,Homepreneurs,Paid Social,1,150,123.73,25,365,0
3187,Ad-Hoc Sellers,Paid Social,1,150,93.8,3,28,1
3188,Homepreneurs,Campus Activation,0,50,148.76,23,342,1
3189,Students,Paid Social,1,150,125.45,4,214,1
3190,Ad-Hoc Sellers,Paid Social,1,150,158.99,1,8,1
3191,Students,Campus Activation,1,50,143.98,6,41,1
3192,Ad-Hoc Sellers,Paid Social,0,150,109.46,0,33,1
3193,Homepreneurs,Organic,0,0,113.01,5,365,0
3194,Students,Organic,1,0,160.87,0,273,1
3195,Students,Paid Social,0,150,116.5,6,39,1
3196,Homepreneurs,Paid Social,0,150,112.54,24,365,0
3197,Students,Paid Social,0,150,78.94,5,74,1
3198,Students,Organic,1,0,148.85,7,267,1
3199,Students,Paid Social,1,150,156.16,3,60,1
3200,Ad-Hoc Sellers,Organic,0,0,135.58,1,6,1
3201,Homepreneurs,Campus Activation,0,50,131.72,22,365,0
3202,Ad-Hoc Sellers,Paid Social,0,150,97.03,6,11,1
3203,Homepreneurs,Campus Activation,0,50,94.48,28,140,1
3204,Ad-Hoc Sellers,Campus Activation,0,50,110.97,2,17,1
3205,Homepreneurs,Paid Social,0,150,81.62,26,365,0
3206,Homepreneurs,Paid Social,1,150,117.78,33,365,0
3207,Students,Paid Social,0,150,102.22,3,87,1
3208,Students,Paid Social,0,150,175.12,9,215,1
3209,Ad-Hoc Sellers,Paid Social,0,150,86.81,3,26,1
3210,Ad-Hoc Sellers,Paid Social,1,150,148.81,2,15,1
3211,Students,Organic,1,0,149.6,4,107,1
3212,Students,Organic,1,0,134.87,8,27,1
3213,Students,Campus Activation,1,50,161.04,4,46,1
3214,Students,Campus Activation,1,50,128.15,4,29,1
3215,Ad-Hoc Sellers,Campus Activation,0,50,122.15,0,54,1
3216,Ad-Hoc Sellers,Organic,0,0,131.06,2,27,1
3217,Homepreneurs,Paid Social,1,150,165.47,12,155,1
3218,Students,Paid Social,0,150,96.54,6,0,1
3219,Homepreneurs,Paid Social,0,150,134.71,31,365,0
3220,Homepreneurs,Paid Social,1,150,118.31,43,125,1
3221,Students,Paid Social,1,150,124.84,3,77,1
3222,Students,Campus Activation,0,50,126.62,0,17,1
3223,Students,Paid Social,1,150,141.69,8,209,1
3224,Homepreneurs,Campus Activation,0,50,131.44,22,365,0
3225,Ad-Hoc Sellers,Paid Social,0,150,179.66,4,96,1
3226,Homepreneurs,Paid Social,0,150,122.23,37,85,1
3227,Homepreneurs,Paid Social,1,150,202.97,31,365,0
3228,Homepreneurs,Paid Social,1,150,149.6,55,164,1
3229,Students,Paid Social,1,150,137.35,5,52,1
3230,Ad-Hoc Sellers,Paid Social,0,150,131.52,2,68,1
3231,Students,Paid Social,0,150,153.15,2,163,1
3232,Homepreneurs,Paid Social,0,150,109.74,12,365,0
3233,Ad-Hoc Sellers,Paid Social,1,150,131.6,1,34,1
3234,Students,Organic,0,0,118.65,0,1,1
3235,Homepreneurs,Organic,1,0,136.74,34,365,0
3236,Homepreneurs,Campus Activation,1,50,132.87,18,365,0
3237,Homepreneurs,Paid Social,0,150,123.22,22,49,1
3238,Homepreneurs,Organic,0,0,127.63,47,150,1
3239,Ad-Hoc Sellers,Paid Social,1,150,178.7,1,30,1
3240,Homepreneurs,Organic,1,0,134.07,13,200,1
3241,Students,Paid Social,0,150,136.62,4,12,1
3242,Students,Paid Social,0,150,141.26,5,26,1
3243,Students,Paid Social,0,150,139.84,4,144,1
3244,Students,Campus Activation,1,50,194.16,8,49,1
3245,Homepreneurs,Organic,1,0,168.51,35,365,0
3246,Homepreneurs,Paid Social,0,150,130.37,12,365,0
3247,Ad-Hoc Sellers,Paid Social,0,150,136.06,2,65,1
3248,Ad-Hoc Sellers,Campus Activation,1,50,155.25,0,68,1
3249,Homepreneurs,Paid Social,0,150,137.63,31,365,0
3250,Homepreneurs,Paid Social,1,150,140.67,22,365,0
3251,Students,Paid Social,0,150,128.75,10,35,1
3252,Ad-Hoc Sellers,Paid Social,0,150,132.67,1,38,1
3253,Students,Campus Activation,1,50,138.79,2,356,1
3254,Students,Paid Social,1,150,163.57,4,89,1
3255,Homepreneurs,Organic,0,0,123.33,16,365,0
3256,Homepreneurs,Paid Social,1,150,144.56,14,32,1
3257,Ad-Hoc Sellers,Campus Activation,1,50,176.77,1,5,1
3258,Students,Paid Social,0,150,103.67,4,38,1
3259,Homepreneurs,Organic,1,0,127.45,26,16,1
3260,Ad-Hoc Sellers,Campus Activation,0,50,134.09,1,85,1
3261,Homepreneurs,Campus Activation,1,50,166.39,14,314,1
3262,Ad-Hoc Sellers,Campus Activation,1,50,138.57,3,61,1
3263,Ad-Hoc Sellers,Paid Social,0,150,113.38,2,212,1
3264,Ad-Hoc Sellers,Paid Social,0,150,118.01,6,189,1
3265,Homepreneurs,Campus Activation,1,50,146.51,21,173,1
3266,Students,Paid Social,1,150,143.92,4,241,1
3267,Ad-Hoc Sellers,Paid Social,0,150,119.63,1,0,1
3268,Students,Paid Social,1,150,179.36,1,24,1
3269,Homepreneurs,Paid Social,0,150,111.38,12,253,1
3270,Homepreneurs,Paid Social,0,150,133.98,10,365,0
3271,Students,Organic,0,0,128.3,3,0,1
3272,Students,Paid Social,0,150,148.46,5,161,1
3273,Homepreneurs,Organic,1,0,136.08,10,38,1
3274,Students,Paid Social,1,150,163.49,2,192,1
3275,Ad-Hoc Sellers,Paid Social,0,150,133.27,1,15,1
3276,Students,Paid Social,1,150,155.8,3,68,1
3277,Homepreneurs,Paid Social,0,150,133.23,31,365,0
3278,Homepreneurs,Paid Social,0,150,84.89,19,365,0
3279,Homepreneurs,Paid Social,1,150,161.2,9,323,1
3280,Homepreneurs,Campus Activation,1,50,151.28,33,106,1
3281,Students,Paid Social,1,150,146.14,4,10,1
3282,Ad-Hoc Sellers,Organic,0,0,124.28,0,40,1
3283,Homepreneurs,Organic,1,0,160.11,29,279,1
3284,Ad-Hoc Sellers,Paid Social,0,150,109.57,1,7,1
3285,Ad-Hoc Sellers,Organic,1,0,124.36,0,224,1
3286,Students,Paid Social,0,150,160.16,2,52,1
3287,Ad-Hoc Sellers,Campus Activation,0,50,121.81,1,49,1
3288,Ad-Hoc Sellers,Organic,0,0,115.44,0,8,1
3289,Homepreneurs,Paid Social,1,150,127.88,24,365,0
3290,Students,Organic,1,0,150.93,2,111,1
3291,Ad-Hoc Sellers,Paid Social,1,150,134.3,9,19,1
3292,Homepreneurs,Campus Activation,0,50,110.9,37,237,1
3293,Homepreneurs,Campus Activation,0,50,128.93,16,190,1
3294,Students,Paid Social,0,150,108.8,2,119,1
3295,Students,Paid Social,0,150,143.58,4,51,1
3296,Ad-Hoc Sellers,Organic,0,0,128.25,1,11,1
3297,Students,Paid Social,1,150,148.99,1,131,1
3298,Ad-Hoc Sellers,Paid Social,0,150,165.63,1,25,1
3299,Students,Paid Social,0,150,114.97,3,46,1
3300,Students,Paid Social,0,150,122.72,2,113,1
3301,Ad-Hoc Sellers,Paid Social,0,150,129.11,4,34,1
3302,Students,Paid Social,1,150,153.05,3,10,1
3303,Students,Paid Social,0,150,121.92,3,56,1
3304,Students,Paid Social,0,150,150.45,4,1,1
3305,Homepreneurs,Paid Social,0,150,144.36,24,365,0
3306,Students,Paid Social,0,150,90.75,5,163,1
3307,Homepreneurs,Campus Activation,0,50,93.71,29,365,0
3308,Students,Campus Activation,1,50,136.96,5,11,1
3309,Homepreneurs,Paid Social,0,150,103.07,14,365,0
3310,Homepreneurs,Paid Social,1,150,171.65,23,144,1
3311,Students,Organic,1,0,119.12,9,39,1
3312,Students,Paid Social,1,150,148.22,3,47,1
3313,Ad-Hoc Sellers,Paid Social,1,150,124.26,0,202,1
3314,Students,Paid Social,1,150,163.13,3,185,1
3315,Students,Paid Social,1,150,145.73,3,38,1
3316,Ad-Hoc Sellers,Organic,0,0,152.45,1,52,1
3317,Homepreneurs,Paid Social,0,150,124.07,31,195,1
3318,Ad-Hoc Sellers,Paid Social,0,150,125.58,5,45,1
3319,Homepreneurs,Campus Activation,1,50,153.28,21,118,1
3320,Homepreneurs,Paid Social,0,150,135.38,21,365,0
3321,Ad-Hoc Sellers,Campus Activation,0,50,136.73,0,12,1
3322,Homepreneurs,Campus Activation,0,50,136.21,20,151,1
3323,Students,Paid Social,0,150,119.56,3,12,1
3324,Students,Paid Social,0,150,123.08,5,51,1
3325,Homepreneurs,Paid Social,0,150,134.37,33,348,1
3326,Students,Campus Activation,0,50,74.23,9,67,1
3327,Ad-Hoc Sellers,Paid Social,1,150,152.43,0,133,1
3328,Students,Paid Social,0,150,124.17,10,45,1
3329,Students,Organic,0,0,130.22,0,18,1
3330,Ad-Hoc Sellers,Campus Activation,1,50,129.96,1,38,1
3331,Students,Paid Social,1,150,137.69,7,52,1
3332,Students,Paid Social,0,150,81.68,1,1,1
3333,Students,Paid Social,1,150,135.35,2,85,1
3334,Ad-Hoc Sellers,Paid Social,0,150,114.04,6,1,1
3335,Students,Paid Social,1,150,145.13,9,120,1
3336,Ad-Hoc Sellers,Paid Social,0,150,102.52,1,23,1
3337,Students,Campus Activation,1,50,128.64,2,68,1
3338,Ad-Hoc Sellers,Paid Social,0,150,95.25,5,8,1
3339,Students,Paid Social,0,150,130.87,2,49,1
3340,Homepreneurs,Paid Social,1,150,147.53,12,365,0
3341,Students,Paid Social,1,150,100.41,2,70,1
3342,Ad-Hoc Sellers,Paid Social,0,150,103.02,2,57,1
3343,Homepreneurs,Organic,0,0,122.01,24,365,0
3344,Ad-Hoc Sellers,Paid Social,0,150,124.77,4,11,1
3345,Ad-Hoc Sellers,Paid Social,1,150,143.77,3,17,1
3346,Students,Campus Activation,1,50,138.39,1,4,1
3347,Ad-Hoc Sellers,Campus Activation,1,50,132.54,3,23,1
3348,Students,Organic,0,0,135.77,2,6,1
3349,Students,Organic,0,0,127.35,2,47,1
3350,Students,Campus Activation,0,50,134.27,0,167,1
3351,Homepreneurs,Campus Activation,1,50,190.67,26,203,1
3352,Students,Paid Social,0,150,104.87,4,66,1
3353,Students,Paid Social,0,150,108.85,1,9,1
3354,Homepreneurs,Campus Activation,1,50,142.18,15,365,0
3355,Ad-Hoc Sellers,Paid Social,1,150,183.58,1,43,1
3356,Homepreneurs,Organic,1,0,143.84,16,365,0
3357,Students,Organic,0,0,119.39,3,331,1
3358,Ad-Hoc Sellers,Organic,0,0,136.53,3,14,1
3359,Students,Campus Activation,1,50,117.77,3,87,1
3360,Students,Campus Activation,0,50,107.34,2,17,1
3361,Ad-Hoc Sellers,Organic,1,0,138.74,2,176,1
3362,Students,Paid Social,1,150,127.94,3,12,1
3363,Ad-Hoc Sellers,Campus Activation,0,50,119.85,1,64,1
3364,Students,Organic,0,0,158.67,4,365,0
3365,Students,Campus Activation,0,50,162.53,0,47,1
3366,Students,Campus Activation,0,50,117.43,0,176,1
3367,Students,Organic,0,0,124.11,4,308,1
3368,Ad-Hoc Sellers,Paid Social,1,150,146.91,2,10,1
3369,Students,Paid Social,0,150,126.58,4,10,1
3370,Homepreneurs,Paid Social,0,150,149.24,32,292,1
3371,Homepreneurs,Campus Activation,1,50,180.68,17,120,1
3372,Ad-Hoc Sellers,Campus Activation,1,50,151.59,1,48,1
3373,Ad-Hoc Sellers,Paid Social,1,150,157.52,9,54,1
3374,Ad-Hoc Sellers,Paid Social,1,150,134.99,2,73,1
3375,Homepreneurs,Organic,0,0,106.05,25,127,1
3376,Homepreneurs,Organic,0,0,127.94,12,365,0
3377,Ad-Hoc Sellers,Campus Activation,1,50,191.4,2,237,1
3378,Ad-Hoc Sellers,Campus Activation,1,50,151.52,3,10,1
3379,Ad-Hoc Sellers,Paid Social,1,150,105.24,4,7,1
3380,Homepreneurs,Paid Social,0,150,134.34,24,365,0
3381,Ad-Hoc Sellers,Campus Activation,0,50,121.62,1,45,1
3382,Ad-Hoc Sellers,Paid Social,0,150,105.4,3,85,1
3383,Ad-Hoc Sellers,Paid Social,1,150,150.11,3,45,1
3384,Students,Paid Social,1,150,165.05,2,365,0
3385,Students,Organic,1,0,132.09,4,40,1
3386,Homepreneurs,Organic,0,0,115.78,23,78,1
3387,Ad-Hoc Sellers,Paid Social,0,150,151.72,6,135,1
3388,Homepreneurs,Paid Social,1,150,126.19,13,365,0
3389,Ad-Hoc Sellers,Campus Activation,1,50,132.73,0,37,1
3390,Students,Campus Activation,0,50,152.24,2,277,1
3391,Students,Organic,0,0,124.77,4,16,1
3392,Homepreneurs,Paid Social,0,150,71.68,15,105,1
3393,Students,Organic,1,0,141.71,2,129,1
3394,Ad-Hoc Sellers,Campus Activation,1,50,153.7,2,63,1
3395,Ad-Hoc Sellers,Paid Social,1,150,126.53,0,41,1
3396,Ad-Hoc Sellers,Paid Social,1,150,162.51,1,40,1
3397,Students,Paid Social,0,150,129.45,1,25,1
3398,Homepreneurs,Paid Social,0,150,107.9,38,49,1
3399,Homepreneurs,Organic,0,0,121.12,32,365,0
3400,Ad-Hoc Sellers,Campus Activation,0,50,103.23,1,32,1
3401,Students,Organic,1,0,138.25,6,68,1
3402,Homepreneurs,Paid Social,1,150,165.84,23,365,0
3403,Students,Paid Social,0,150,87.0,9,81,1
3404,Students,Paid Social,0,150,143.62,4,25,1
3405,Ad-Hoc Sellers,Paid Social,1,150,136.38,3,52,1
3406,Homepreneurs,Paid Social,0,150,121.68,21,137,1
3407,Homepreneurs,Paid Social,0,150,112.85,15,365,0
3408,Homepreneurs,Paid Social,0,150,105.68,25,9,1
3409,Students,Campus Activation,1,50,148.27,1,135,1
3410,Students,Paid Social,0,150,118.75,9,94,1
3411,Students,Paid Social,1,150,124.1,1,121,1
3412,Students,Organic,0,0,141.09,3,218,1
3413,Students,Campus Activation,1,50,172.21,0,181,1
3414,Students,Campus Activation,0,50,133.83,1,71,1
3415,Students,Organic,1,0,147.57,8,110,1
3416,Homepreneurs,Paid Social,1,150,140.91,13,108,1
3417,Students,Campus Activation,0,50,74.09,6,49,1
3418,Students,Organic,1,0,166.12,3,365,0
3419,Students,Paid Social,0,150,127.76,2,2,1
3420,Students,Campus Activation,1,50,148.8,5,82,1
3421,Homepreneurs,Paid Social,0,150,99.92,30,304,1
3422,Ad-Hoc Sellers,Paid Social,0,150,137.43,0,59,1
3423,Students,Campus Activation,0,50,119.04,5,96,1
3424,Students,Organic,0,0,112.51,6,8,1
3425,Ad-Hoc Sellers,Organic,0,0,128.73,3,77,1
3426,Homepreneurs,Campus Activation,0,50,117.07,20,350,1
3427,Homepreneurs,Campus Activation,0,50,96.76,18,365,0
3428,Ad-Hoc Sellers,Paid Social,0,150,90.13,2,6,1
3429,Homepreneurs,Campus Activation,1,50,127.63,6,79,1
3430,Homepreneurs,Organic,1,0,151.93,27,7,1
3431,Ad-Hoc Sellers,Paid Social,1,150,134.66,0,31,1
3432,Homepreneurs,Paid Social,1,150,151.21,23,365,0
3433,Ad-Hoc Sellers,Organic,0,0,118.84,5,24,1
3434,Ad-Hoc Sellers,Paid Social,0,150,111.96,3,51,1
3435,Students,Paid Social,0,150,117.99,3,25,1
3436,Students,Paid Social,1,150,123.63,2,102,1
3437,Homepreneurs,Paid Social,1,150,171.7,18,365,0
3438,Ad-Hoc Sellers,Paid Social,1,150,147.97,1,205,1
3439,Ad-Hoc Sellers,Campus Activation,1,50,161.77,1,13,1
